Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
A Arte da Guerra,Sun Tzu,Filosofia,1925,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 686",4.8
O Milagre da Manhã,Hal Elrod,Autoajuda,1996,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 855,3.3
O Lobo da Estepe,Hermann Hesse,Psicológico,2002,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 707,2.3
O Milagre da Manhã,Hal Elrod,Autoajuda,1942,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 576,2.9
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1989,Uma história filosófica sobre um menino e suas aventuras. Variado 597,2.8
O Senhor das Moscas,William Golding,Aventura,1940,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 629,4.4
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1939,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 724",3.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1935,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 612",3.8
A Menina que Roubava Livros,Markus Zusak,Histórico,1956,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 792,3.7
Dom Quixote,Miguel de Cervantes,Clássico,1909,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 596,1.5
Dom Quixote,Miguel de Cervantes,Clássico,1973,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 583,4.5
O Alquimista,Paulo Coelho,Filosofia,2001,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 142,5.0
O Alquimista,Paulo Coelho,Filosofia,2000,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 573,3.3
1984,George Orwell,Distopia,1905,Um regime totalitário vigia tudo e todos. Variado 784,3.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1969,A jornada de Frodo para destruir o anel poderoso. Variado 480,4.7
1984,George Orwell,Distopia,1954,Um regime totalitário vigia tudo e todos. Variado 254,3.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1969,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 422,3.1
O Senhor das Moscas,William Golding,Aventura,2010,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 866,1.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1984,Uma história filosófica sobre um menino e suas aventuras. Variado 785,4.3
O Alquimista,Paulo Coelho,Filosofia,1917,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 405,4.2
O Código Da Vinci,Dan Brown,Mistério,1906,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 585,3.3
1984,George Orwell,Distopia,1985,Um regime totalitário vigia tudo e todos. Variado 234,3.8
O Hobbit,J. R. R. Tolkien,Fantasia,2009,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 75,3.7
O Senhor das Moscas,William Golding,Aventura,1953,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 791,2.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1929,A jornada de Frodo para destruir o anel poderoso. Variado 291,1.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2001,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 107,3.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1969,A jornada de Frodo para destruir o anel poderoso. Variado 704,2.8
A Guerra dos Tronos,George R. R. Martin,Fantasia,1922,"Em um reino medieval, várias famílias brigam pelo poder. Variado 144",4.1
A Culpa é das Estrelas,John Green,Romance,2003,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 61",3.2
A Arte da Guerra,Sun Tzu,Filosofia,1913,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 565",2.8
A Menina que Roubava Livros,Markus Zusak,Histórico,1966,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 974,4.6
Dom Quixote,Miguel de Cervantes,Clássico,2021,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 502,3.5
Dom Quixote,Miguel de Cervantes,Clássico,1978,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 238,2.4
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2021,Uma história filosófica sobre um menino e suas aventuras. Variado 49,2.4
A Arte da Guerra,Sun Tzu,Filosofia,1965,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 88",2.0
A Guerra dos Tronos,George R. R. Martin,Fantasia,1975,"Em um reino medieval, várias famílias brigam pelo poder. Variado 794",1.6
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1942,Uma história filosófica sobre um menino e suas aventuras. Variado 44,3.4
O Hobbit,J. R. R. Tolkien,Fantasia,1993,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 791,4.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1941,A jornada de Frodo para destruir o anel poderoso. Variado 964,4.2
A Revolução dos Bichos,George Orwell,Fábula,1948,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 522,2.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2009,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 909,5.0
O Senhor das Moscas,William Golding,Aventura,2001,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 407,4.8
A Culpa é das Estrelas,John Green,Romance,1970,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 867",3.1
O Lobo da Estepe,Hermann Hesse,Psicológico,1987,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 515,4.8
O Lobo da Estepe,Hermann Hesse,Psicológico,1959,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 501,2.1
O Hobbit,J. R. R. Tolkien,Fantasia,1934,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 548,3.8
A Guerra dos Tronos,George R. R. Martin,Fantasia,2024,"Em um reino medieval, várias famílias brigam pelo poder. Variado 633",3.1
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1993,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 716",2.2
O Código Da Vinci,Dan Brown,Mistério,1928,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 838,2.6
O Senhor das Moscas,William Golding,Aventura,1913,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 270,3.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1995,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 225,2.8
O Senhor das Moscas,William Golding,Aventura,1999,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 574,4.1
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1908,A jornada de Frodo para destruir o anel poderoso. Variado 102,3.9
Dom Quixote,Miguel de Cervantes,Clássico,1963,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 34,3.9
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2013,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 193,1.7
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2005,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 283",1.4
A Revolução dos Bichos,George Orwell,Fábula,1950,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 118,2.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1960,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 885,3.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1949,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 765",4.5
O Lobo da Estepe,Hermann Hesse,Psicológico,1964,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 109,1.6
A Guerra dos Tronos,George R. R. Martin,Fantasia,2018,"Em um reino medieval, várias famílias brigam pelo poder. Variado 130",4.1
O Lobo da Estepe,Hermann Hesse,Psicológico,2012,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 535,1.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,2000,"Em um reino medieval, várias famílias brigam pelo poder. Variado 835",1.4
A Culpa é das Estrelas,John Green,Romance,1986,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 644",2.9
A Arte da Guerra,Sun Tzu,Filosofia,2023,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 764",4.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1971,Uma história filosófica sobre um menino e suas aventuras. Variado 98,4.0
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1901,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 261,4.2
A Guerra dos Tronos,George R. R. Martin,Fantasia,1923,"Em um reino medieval, várias famílias brigam pelo poder. Variado 116",4.8
A Menina que Roubava Livros,Markus Zusak,Histórico,1923,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 769,4.8
A Arte da Guerra,Sun Tzu,Filosofia,1922,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 155",4.3
A Arte da Guerra,Sun Tzu,Filosofia,1920,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 862",1.4
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2005,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 433,1.1
O Rei Leão,Roger Allers,Infantil,1987,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 926",1.6
A Arte da Guerra,Sun Tzu,Filosofia,1970,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 352",4.4
A Arte da Guerra,Sun Tzu,Filosofia,1919,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 105",2.5
O Rei Leão,Roger Allers,Infantil,1946,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 989",3.4
A Culpa é das Estrelas,John Green,Romance,2003,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 636",4.6
A Revolução dos Bichos,George Orwell,Fábula,1956,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 900,4.3
O Lobo da Estepe,Hermann Hesse,Psicológico,1997,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 38,1.6
O Código Da Vinci,Dan Brown,Mistério,1925,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 530,2.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1915,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 994,1.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,2006,"Em um reino medieval, várias famílias brigam pelo poder. Variado 856",4.2
A Culpa é das Estrelas,John Green,Romance,2018,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 372",2.9
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1905,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 703,4.7
O Milagre da Manhã,Hal Elrod,Autoajuda,1934,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 141,2.6
A Guerra dos Tronos,George R. R. Martin,Fantasia,1933,"Em um reino medieval, várias famílias brigam pelo poder. Variado 102",2.7
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1911,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 448,4.1
O Alquimista,Paulo Coelho,Filosofia,1911,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 691,4.6
A Culpa é das Estrelas,John Green,Romance,1944,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 381",1.4
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1994,Uma história filosófica sobre um menino e suas aventuras. Variado 748,4.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1976,Uma história filosófica sobre um menino e suas aventuras. Variado 172,1.4
1984,George Orwell,Distopia,1921,Um regime totalitário vigia tudo e todos. Variado 178,2.3
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2016,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 67",4.8
A Arte da Guerra,Sun Tzu,Filosofia,1932,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 966",4.5
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1945,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 317",2.5
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2002,A jornada de Frodo para destruir o anel poderoso. Variado 265,3.4
A Menina que Roubava Livros,Markus Zusak,Histórico,1936,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 602,4.2
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1910,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 561,3.7
A Arte da Guerra,Sun Tzu,Filosofia,2022,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 693",2.7
A Revolução dos Bichos,George Orwell,Fábula,1922,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 874,4.8
O Senhor das Moscas,William Golding,Aventura,1972,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 614,2.9
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1910,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 570,1.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1945,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 273",4.0
A Revolução dos Bichos,George Orwell,Fábula,1940,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 734,2.4
O Código Da Vinci,Dan Brown,Mistério,1996,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 57,4.5
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1956,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 230,3.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1983,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 163,4.4
O Hobbit,J. R. R. Tolkien,Fantasia,1971,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 776,3.7
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1917,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 34,2.7
1984,George Orwell,Distopia,1907,Um regime totalitário vigia tudo e todos. Variado 490,2.3
O Hobbit,J. R. R. Tolkien,Fantasia,1967,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 319,2.1
O Código Da Vinci,Dan Brown,Mistério,1908,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 174,2.2
O Hobbit,J. R. R. Tolkien,Fantasia,1936,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 700,4.0
A Arte da Guerra,Sun Tzu,Filosofia,1995,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 484",1.3
A Revolução dos Bichos,George Orwell,Fábula,1952,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 614,1.6
O Senhor das Moscas,William Golding,Aventura,1992,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 679,3.9
A Arte da Guerra,Sun Tzu,Filosofia,1935,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 650",3.8
O Código Da Vinci,Dan Brown,Mistério,1957,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 717,4.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1940,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 220,1.6
