Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2013,Uma história filosófica sobre um menino e suas aventuras. Variado 410,1.2
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1936,Uma história filosófica sobre um menino e suas aventuras. Variado 727,1.6
O Hobbit,J. R. R. Tolkien,Fantasia,2022,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 515,2.8
1984,George Orwell,Distopia,1952,Um regime totalitário vigia tudo e todos. Variado 907,4.0
A Revolução dos Bichos,George Orwell,Fábula,1958,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 910,3.2
O Rei Leão,Roger Allers,Infantil,1928,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 953",2.8
O Código Da Vinci,Dan Brown,Mistério,1919,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 401,3.6
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,2022,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 963,2.4
A Guerra dos Tronos,George R. R. Martin,Fantasia,1935,"Em um reino medieval, várias famílias brigam pelo poder. Variado 208",1.1
O Hobbit,J. R. R. Tolkien,Fantasia,1992,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 496,1.9
A Arte da Guerra,Sun Tzu,Filosofia,1925,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 686",4.8
O Senhor das Moscas,William Golding,Aventura,1983,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 15,4.7
O Alquimista,Paulo Coelho,Filosofia,1920,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 116,2.4
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1947,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 33",3.4
O Milagre da Manhã,Hal Elrod,Autoajuda,1978,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 561,4.8
1984,George Orwell,Distopia,1955,Um regime totalitário vigia tudo e todos. Variado 848,3.4
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1918,A jornada de Frodo para destruir o anel poderoso. Variado 677,3.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1934,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 141,2.6
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1955,Uma história filosófica sobre um menino e suas aventuras. Variado 39,2.8
A Menina que Roubava Livros,Markus Zusak,Histórico,1922,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 801,3.1
O Rei Leão,Roger Allers,Infantil,2016,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 915",3.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1925,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 658,2.7
A Arte da Guerra,Sun Tzu,Filosofia,1929,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 647",2.9
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1981,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 159",3.6
Dom Quixote,Miguel de Cervantes,Clássico,1999,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 465,3.8
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2015,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 345,1.2
A Arte da Guerra,Sun Tzu,Filosofia,1949,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 405",1.6
O Alquimista,Paulo Coelho,Filosofia,1922,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 345,4.5
O Rei Leão,Roger Allers,Infantil,1950,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 78",3.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1941,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 284,3.0
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1919,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 658,3.2
O Código Da Vinci,Dan Brown,Mistério,1979,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 702,2.4
Dom Quixote,Miguel de Cervantes,Clássico,2009,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 248,1.6
O Alquimista,Paulo Coelho,Filosofia,1973,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 113,3.9
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1984,Uma história filosófica sobre um menino e suas aventuras. Variado 559,2.4
A Arte da Guerra,Sun Tzu,Filosofia,1994,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 140",4.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1952,Uma história filosófica sobre um menino e suas aventuras. Variado 776,1.6
O Rei Leão,Roger Allers,Infantil,1966,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 524",3.0
O Milagre da Manhã,Hal Elrod,Autoajuda,2013,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 321,3.5
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1912,Uma história filosófica sobre um menino e suas aventuras. Variado 255,2.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1913,A jornada de Frodo para destruir o anel poderoso. Variado 874,1.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1961,A jornada de Frodo para destruir o anel poderoso. Variado 992,1.8
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1903,A jornada de Frodo para destruir o anel poderoso. Variado 975,4.3
O Senhor das Moscas,William Golding,Aventura,1917,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 503,4.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2010,Uma história filosófica sobre um menino e suas aventuras. Variado 483,2.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1930,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 926",4.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1971,Uma história filosófica sobre um menino e suas aventuras. Variado 894,3.8
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1979,Uma história filosófica sobre um menino e suas aventuras. Variado 183,3.7
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1986,A jornada de Frodo para destruir o anel poderoso. Variado 964,1.7
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2023,Uma história filosófica sobre um menino e suas aventuras. Variado 69,3.1
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1927,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 393",4.5
A Arte da Guerra,Sun Tzu,Filosofia,1949,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 133",2.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1916,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 732,3.3
Dom Quixote,Miguel de Cervantes,Clássico,1911,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 173,4.7
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2009,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 619",4.1
O Rei Leão,Roger Allers,Infantil,1980,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 265",4.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2007,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 50",4.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1963,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 936,4.0
A Menina que Roubava Livros,Markus Zusak,Histórico,1911,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 981,1.9
O Milagre da Manhã,Hal Elrod,Autoajuda,1980,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 553,3.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2010,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 506",2.8
O Hobbit,J. R. R. Tolkien,Fantasia,1947,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 776,2.7
1984,George Orwell,Distopia,2018,Um regime totalitário vigia tudo e todos. Variado 486,3.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1999,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 348,4.4
O Hobbit,J. R. R. Tolkien,Fantasia,1971,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 609,2.5
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2002,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 651,1.8
1984,George Orwell,Distopia,1961,Um regime totalitário vigia tudo e todos. Variado 677,1.8
O Código Da Vinci,Dan Brown,Mistério,1957,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 704,2.8
O Lobo da Estepe,Hermann Hesse,Psicológico,1906,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 239,4.2
O Hobbit,J. R. R. Tolkien,Fantasia,1982,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 886,1.4
O Código Da Vinci,Dan Brown,Mistério,1971,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 856,3.9
O Hobbit,J. R. R. Tolkien,Fantasia,1920,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 646,1.8
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1972,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 690",1.1
A Culpa é das Estrelas,John Green,Romance,1972,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 352",4.6
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1950,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 891",4.0
A Revolução dos Bichos,George Orwell,Fábula,2024,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 847,3.5
O Hobbit,J. R. R. Tolkien,Fantasia,1992,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 486,3.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1971,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 42",2.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1910,"Em um reino medieval, várias famílias brigam pelo poder. Variado 957",4.4
O Alquimista,Paulo Coelho,Filosofia,1984,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 898,4.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1935,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 620",1.5
O Hobbit,J. R. R. Tolkien,Fantasia,2008,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 355,2.5
O Hobbit,J. R. R. Tolkien,Fantasia,1923,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 103,3.0
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2012,Uma história filosófica sobre um menino e suas aventuras. Variado 905,3.0
O Lobo da Estepe,Hermann Hesse,Psicológico,1948,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 258,1.1
O Lobo da Estepe,Hermann Hesse,Psicológico,1921,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 957,4.3
A Culpa é das Estrelas,John Green,Romance,1982,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 418",3.7
A Arte da Guerra,Sun Tzu,Filosofia,1950,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 8",4.2
A Culpa é das Estrelas,John Green,Romance,1920,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 690",4.4
O Alquimista,Paulo Coelho,Filosofia,1925,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 874,3.1
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1961,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 820,3.1
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2010,Uma história filosófica sobre um menino e suas aventuras. Variado 760,1.7
A Culpa é das Estrelas,John Green,Romance,2023,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 584",2.0
A Culpa é das Estrelas,John Green,Romance,1963,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 533",4.6
A Guerra dos Tronos,George R. R. Martin,Fantasia,1983,"Em um reino medieval, várias famílias brigam pelo poder. Variado 875",4.8
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1950,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 796",4.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1962,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 924",1.7
A Guerra dos Tronos,George R. R. Martin,Fantasia,1971,"Em um reino medieval, várias famílias brigam pelo poder. Variado 482",4.6
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1929,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 697",4.3
O Senhor das Moscas,William Golding,Aventura,1952,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 655,1.5
1984,George Orwell,Distopia,1944,Um regime totalitário vigia tudo e todos. Variado 184,1.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1904,A jornada de Frodo para destruir o anel poderoso. Variado 235,2.9
1984,George Orwell,Distopia,1970,Um regime totalitário vigia tudo e todos. Variado 273,3.0
A Guerra dos Tronos,George R. R. Martin,Fantasia,1968,"Em um reino medieval, várias famílias brigam pelo poder. Variado 787",1.0
Dom Quixote,Miguel de Cervantes,Clássico,1998,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 127,4.8
A Culpa é das Estrelas,John Green,Romance,1998,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 144",1.2
O Senhor das Moscas,William Golding,Aventura,1971,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 586,2.9
O Lobo da Estepe,Hermann Hesse,Psicológico,1970,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 892,4.0
A Revolução dos Bichos,George Orwell,Fábula,1914,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 288,2.2
A Revolução dos Bichos,George Orwell,Fábula,1945,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 233,3.0
O Milagre da Manhã,Hal Elrod,Autoajuda,1979,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 965,4.1
A Culpa é das Estrelas,John Green,Romance,1928,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 62",1.7
O Milagre da Manhã,Hal Elrod,Autoajuda,1939,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 555,4.9
A Guerra dos Tronos,George R. R. Martin,Fantasia,1955,"Em um reino medieval, várias famílias brigam pelo poder. Variado 983",3.6
O Hobbit,J. R. R. Tolkien,Fantasia,1928,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 596,2.3
O Senhor das Moscas,William Golding,Aventura,2004,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 36,4.1
A Guerra dos Tronos,George R. R. Martin,Fantasia,1966,"Em um reino medieval, várias famílias brigam pelo poder. Variado 135",4.8
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1945,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 317",2.5
O Hobbit,J. R. R. Tolkien,Fantasia,1974,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 380,2.6
A Menina que Roubava Livros,Markus Zusak,Histórico,1909,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 705,1.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2021,A jornada de Frodo para destruir o anel poderoso. Variado 643,2.9
O Senhor das Moscas,William Golding,Aventura,2001,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 555,3.0
